ID,time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
AS14.03,2014-04-13,7.4,0.2,1.0,1.8753010119888427,791.3079991340637,1.0,1.0,24.662,457.5449999999999,177.33100000000005,0.0,,33.391999999999996,30.384,0.0,0.0,0.0,0.0,
AS14.03,2014-04-14,7.0,0.0,0.8,2.229510377227371,812.5700004100798,0.0,1.0,85.444,474.52699999999993,168.135,0.0,,0.0,22.392000000000003,41.365,0.0,11.226,17.303,
AS14.03,2014-04-15,7.6,0.2,0.8,2.8693199645133904,1740.628998041153,6.0,0.0,107.898,984.6749999999998,127.60799999999998,0.0,,6.025,42.955000000000005,0.0,0.0,12.082,0.0,
AS14.03,2014-04-16,8.0,0.8,1.0,2.7544360611587306,1219.6689999103546,2.0,0.0,73.12599999999999,525.081,193.71899999999997,18.113,,0.0,80.165,0.0,0.0,38.227999999999994,7.662,
AS14.03,2014-04-17,7.25,0.25,0.75,3.3806219124567916,1669.3419995307922,4.0,2.0,96.44800000000001,1372.6760000000002,182.641,0.0,,0.0,75.961,0.0,0.0,0.0,7.145,
AS14.03,2014-04-18,7.5,0.0,1.0,1.773025989585819,1058.7539994716647,6.0,0.0,71.44900000000001,285.19100000000003,88.361,0.0,,6.917999999999999,47.28200000000001,0.0,0.0,18.267,7.954,
AS14.03,2014-04-19,7.8,0.6,0.8,4.997514650145649,583.6770000457763,4.0,1.0,44.48100000000001,280.18,66.705,0.0,,0.0,36.405,0.0,19.108,0.0,0.0,
AS14.03,2014-04-20,7.5,0.25,1.0,3.5244632933747253,1048.1069993972778,3.0,2.0,82.90299999999999,502.4419999999999,289.2400000000001,0.0,,0.0,23.981,0.0,26.617,12.211,0.0,
AS14.03,2014-04-21,7.4,0.2,1.0,0.5002993207385155,131.4640007019043,3.0,0.0,16.541,30.991,109.49799999999998,0.0,,0.0,38.185,0.0,10.253,0.0,5.461,
AS14.03,2014-04-22,7.6,0.4,0.8,2.228534747059754,1000.4740004539491,0.0,0.0,36.980999999999995,553.5120000000001,167.265,0.0,,9.798,50.931000000000004,0.0,0.0,23.108,0.0,
AS14.03,2014-04-23,7.0,0.6,0.8,2.889353264085885,1729.0719995498657,0.0,1.0,30.181,966.4360000000004,241.16499999999988,0.0,,0.0,58.527,0.0,0.0,24.156,0.0,
AS14.03,2014-04-24,7.4,-0.2,1.0,2.5440262136656377,968.2680006027224,0.0,0.0,33.859,754.997,248.67099999999996,19.22,,0.0,55.668,0.0,0.0,17.439,0.0,
AS14.03,2014-04-25,7.5,-1.0,1.0,2.5480228372916143,1279.3800001144411,0.0,0.0,10.209000000000001,874.6059999999999,242.81499999999988,19.303,,0.0,57.62399999999999,0.0,0.0,54.501,10.174,
AS14.03,2014-04-26,7.5,-0.25,1.0,6.459414008025229,370.99199962615955,4.0,5.0,45.605,168.6,174.33899999999994,0.0,,0.0,58.39199999999999,19.455000000000002,0.0,0.0,0.0,
AS14.03,2014-04-27,7.6,-1.4,1.0,1.5732497222135815,1057.5909996032717,0.0,0.0,8.94,308.887,152.616,0.0,,0.0,46.407000000000004,0.0,124.631,56.349999999999994,0.0,
AS14.03,2014-04-28,7.0,-1.4,1.0,1.9830837681871973,1187.3810002803802,1.0,0.0,39.413,854.5779999999999,219.203,28.117,,0.0,47.72,7.876,0.0,16.492,13.238,
AS14.06,2014-03-25,7.0,-0.2,0.6,2.478754578754579,808.0850009918213,0.0,0.0,8.036,721.3100000000003,425.1259999999999,,,19.137,33.483000000000004,207.25599999999997,,,,
AS14.06,2014-03-26,8.0,0.5,1.5,2.440127753385805,1280.2480010986326,2.0,0.0,32.399,930.6949999999999,568.8619999999995,,,0.0,60.047000000000004,549.457,177.954,,,
AS14.06,2014-03-27,7.0,0.25,0.25,2.3819148936170205,721.7690002918242,1.0,0.0,13.073999999999998,825.5559999999998,423.1479999999998,,,0.0,38.326,263.512,0.0,,,
AS14.06,2014-03-28,7.6,-0.2,0.8,2.9150035014005597,841.5360009670258,0.0,1.0,12.079,1323.0420000000001,535.4469999999997,,,0.0,62.614,567.03,24.401,,,
AS14.06,2014-03-29,7.8,0.0,1.0,1.7852941176470585,504.57700037956243,0.0,0.0,4.057,499.6010000000001,368.19699999999995,,,0.0,39.355,657.845,0.0,,,
AS14.06,2014-03-30,7.8,0.0,0.8,3.169467787114847,843.4239990711211,1.0,4.0,76.87400000000001,205.47,290.9539999999999,,,0.0,44.391,319.85800000000006,0.0,,,4.859
AS14.06,2014-03-31,7.0,-0.2,0.4,2.890898224043714,832.1260001659391,1.0,0.0,24.744,993.8119999999998,435.34899999999965,,,0.0,49.306,732.3990000000002,0.0,,,0.0
AS14.06,2014-04-01,7.75,0.0,0.75,3.839511597842031,624.4339993000032,3.0,0.0,45.525,770.665,294.549,,,0.0,37.296,638.6099999999999,0.0,,,0.0
AS14.06,2014-04-02,6.8,-0.6,0.4,2.600840336134454,1125.908000230789,4.0,0.0,21.29,949.2699999999999,514.0099999999996,,,0.0,41.415,568.385,22.122,,,0.0
AS14.06,2014-04-03,7.2,0.0,0.4,3.7723301657333552,1135.5530002117155,2.0,0.0,28.332000000000004,1018.5669999999998,395.96999999999997,,9.028,0.0,54.772,554.058,86.76800000000001,,,0.0
AS14.06,2014-04-04,7.0,-0.4,0.2,2.541904761904763,511.25699996948265,0.0,0.0,35.452999999999996,606.8729999999998,376.94899999999996,,61.24,0.0,41.732,678.162,53.604,,,0.0
AS14.06,2014-04-05,7.0,-0.4,0.8,4.384108527131782,714.2870001792909,2.0,0.0,27.147,411.32,205.90299999999988,,0.0,0.0,38.543,274.029,40.704,,,0.0
AS14.06,2014-04-06,7.0,-1.0,0.4,0.4697916666666663,84.02699995040892,1.0,0.0,10.072999999999999,183.542,140.22299999999996,,0.0,0.0,34.256,285.801,0.0,,,0.0
AS14.06,2014-04-07,6.2,-0.6,0.0,3.3141025641025625,586.5589995384216,3.0,0.0,24.14,946.5429999999999,215.558,,0.0,0.0,43.457,676.4100000000001,37.449,,,0.0
AS14.06,2014-04-08,6.6,-0.2,0.0,3.1490740740740746,897.1949989795686,4.0,1.0,55.16100000000001,855.7749999999995,439.5280000000001,,0.0,1.003,61.25599999999999,546.93,4.01,,,0.0
AS14.06,2014-04-09,7.4,0.4,0.8,1.7526315789473683,703.0539999008178,1.0,0.0,7.039,951.736,419.13599999999997,,0.0,0.0,40.434999999999995,703.9839999999999,2.014,,,1.007
AS14.06,2014-04-10,7.6,-0.2,0.8,3.8128321678321684,1114.2890000343325,1.0,4.0,13.998999999999999,1198.5649999999996,583.4149999999994,,9.124,0.0,39.512,887.3829999999999,258.448,,,0.0
AS14.06,2014-04-11,7.8,-0.2,1.0,3.500584062597123,1075.8959991931915,0.0,0.0,18.195999999999998,1010.2810000000003,631.236,,0.0,0.0,23.227,751.7529999999997,100.72,,,0.0
AS14.06,2014-04-12,8.2,0.4,1.0,3.508683473389356,600.2740004062654,0.0,0.0,18.868,212.01799999999997,306.96500000000015,,0.0,0.0,36.323,201.50900000000001,3.475,,,16.081
AS14.06,2014-04-13,6.5,-1.5,0.25,5.171122994652407,716.4279999732973,2.0,0.0,35.972,926.391,359.6819999999997,,0.0,0.0,38.403,464.57499999999993,169.661,,,0.0
AS14.06,2014-04-14,7.25,-0.25,0.75,3.217372881355932,704.4419994354246,2.0,0.0,28.465,581.9979999999998,265.0159999999999,,0.0,0.0,38.558,315.887,0.0,,,0.0
AS14.06,2014-04-15,7.0,-0.4,0.6,3.6101449275362305,1007.6869995594025,5.0,1.0,52.827999999999996,810.7420000000001,343.302,,0.0,0.0,36.269999999999996,534.886,18.202,,,12.056000000000001
AS14.06,2014-04-16,7.6,0.0,0.4,2.4661064425770305,1347.086998462677,1.0,0.0,52.757,1347.4609999999996,584.0449999999997,,0.0,0.0,65.859,1202.1209999999999,80.631,,,0.0
AS14.06,2014-04-17,6.8,0.2,0.6,2.730072463768116,1014.9920012950898,1.0,0.0,43.343,1142.7779999999998,383.417,,0.0,3.008,39.31100000000001,667.0790000000001,37.3,,,0.0
AS14.06,2014-04-18,6.25,-1.0,0.5,2.485663082437276,1001.7110004425048,3.0,0.0,7.178,851.651,381.06899999999996,,76.947,0.0,57.885,296.943,56.607,,,0.0
AS14.06,2014-04-19,6.8,0.2,0.6,2.3583333333333347,802.4490001201632,4.0,0.0,36.44199999999999,483.13200000000006,284.50199999999995,,,0.0,33.376000000000005,188.92000000000002,0.0,,,0.0
AS14.06,2014-04-20,8.2,0.6,0.8,0.7117816091954017,386.96000027656544,0.0,0.0,10.221,271.137,222.69700000000003,,,0.0,52.714,402.4020000000001,0.0,,,0.0
AS14.06,2014-04-21,7.0,0.2,0.6,1.09535121741004,987.1929988861085,1.0,0.0,16.487000000000002,976.1859999999999,408.7769999999999,,,0.0,40.607,471.706,42.671,,,0.0
AS14.06,2014-04-22,6.6,-0.4,0.6,2.456462585034012,1626.7039980888367,6.0,1.0,33.39,1562.1540000000002,769.5949999999997,,,0.0,45.784000000000006,585.699,19.198,,,0.0
AS14.06,2014-04-23,7.0,0.0,0.8,2.2733650407099524,931.292999267578,4.0,0.0,14.076,895.2919999999999,533.643,,,6.09,34.478,488.94200000000006,39.757,,,0.0
AS14.06,2014-04-24,7.75,-0.25,0.75,4.242789228134413,1395.9009997844694,5.0,3.0,5.063,1114.0100000000002,505.95599999999973,,,4.016,17.097,340.80799999999994,120.023,,,15.117
AS14.06,2014-04-25,6.4,-1.0,0.4,3.9749999999999983,1119.2480006217957,3.0,0.0,27.168,931.381,458.1939999999998,,,7.033,48.459999999999994,591.872,0.0,,,0.0
AS14.06,2014-04-26,7.5,0.0,1.0,4.958333333333335,1548.389000892639,10.0,1.0,68.383,785.619,661.7049999999998,,,9.028,21.14,125.86899999999999,45.608,,,0.0
AS14.06,2014-04-27,7.2,-0.6,1.0,0.9554534313725486,395.26200079917913,0.0,0.0,0.0,142.504,190.017,,,0.0,33.153999999999996,145.946,0.0,,,0.0
AS14.06,2014-04-28,6.75,-0.25,0.5,3.101839826839827,1047.6400012969973,0.0,0.0,4.0120000000000005,1046.575,373.6649999999999,,,0.0,29.229000000000003,427.23100000000005,0.0,,,0.0
AS14.06,2014-04-29,7.25,0.0,1.0,3.1535480859010288,828.9850001335144,2.0,0.0,21.272000000000002,784.979,464.0679999999999,,,0.044,23.115,419.91300000000007,0.0,,,0.0
AS14.06,2014-04-30,6.8,-0.6,0.6,1.9599169952838698,828.5599997043612,1.0,0.0,25.247999999999998,1164.0410000000004,453.2709999999995,,,0.0,42.517,378.3860000000001,0.0,,,0.0
AS14.06,2014-05-01,8.0,0.0,1.0,4.574175824175825,594.944000005722,2.0,0.0,33.625,276.91900000000004,280.82599999999996,,,0.0,24.146,228.68099999999998,123.271,,,0.0
AS14.06,2014-05-02,7.2,-0.75,1.0,3.3347457627118637,631.5029993057252,4.0,0.0,15.155,539.794,248.95699999999994,,,0.0,37.36,156.82500000000002,97.011,,,7.101
AS14.06,2014-05-03,6.25,-0.75,0.0,3.303880718954248,438.12599992752064,0.0,0.0,4.009,309.495,157.52200000000002,,,0.0,28.336,257.058,0.0,,,0.0
AS14.06,2014-05-04,7.6,-0.8,0.75,2.339267800143314,384.5409994125365,0.0,0.0,10.078,442.26900000000006,236.91400000000002,,,0.0,64.592,95.044,4.015,22.106,,0.0
AS14.06,2014-05-05,7.0,-0.6666666666666666,0.6666666666666666,1.2305555555555552,571.180999279022,0.0,0.0,24.224,655.7599999999999,254.21999999999997,,,0.0,31.449,432.19499999999994,0.0,,,0.0
AS14.08,2014-04-21,6.4,-1.0,0.6,0.7030790320020459,408.77499938011164,0.0,0.0,38.028000000000006,212.313,0.0,,,5.032,31.308,510.9550000000001,,0.0,6.026,
AS14.09,2014-03-22,7.0,0.0,0.6666666666666666,1.508333333333333,1409.9480009078977,0.0,0.0,9.341,916.2539999999999,476.58600000000007,,,13.309000000000001,13.264000000000001,32.567,24.57,,1.003,3.02
AS14.09,2014-03-23,6.75,0.75,0.25,0.7999999999999995,756.7750000953673,0.0,1.0,57.92,877.429,413.65899999999976,,,0.0,68.399,18.333,9.283,,3.0539999999999994,0.0
AS14.09,2014-03-24,7.25,0.5,0.5,1.9000000000000004,1510.4840004444125,0.0,0.0,30.725,952.9590000000002,529.4959999999999,25.072,,4.090999999999999,30.451,310.063,132.733,80.671,20.666999999999998,0.0
AS14.09,2014-03-25,6.2,0.4,-0.2,0.6166666666666667,968.4210011959075,1.0,0.0,35.515,1426.4969999999996,473.44699999999995,3.018,,2.117,55.207,37.762,32.474,0.0,3.016,17.433
AS14.09,2014-03-26,7.75,0.5,0.75,2.07157382847038,1081.4859998226168,3.0,2.0,25.238999999999997,736.838,384.59499999999986,0.0,,1.004,46.913,236.39,0.0,0.0,6.063,0.0
AS14.09,2014-03-27,7.8,-0.4,0.8,0.6500000000000005,807.2599997520447,1.0,0.0,26.381999999999998,274.915,339.593,0.0,,0.0,42.832,90.767,1.01,5.0329999999999995,0.0,14.396
AS14.09,2014-03-28,8.25,-0.25,1.0,1.9146825396825389,745.3330013751983,4.0,0.0,43.36600000000001,882.8920000000002,421.2089999999999,1.003,,6.096,51.966,188.947,242.066,17.192,15.863,0.0
AS14.09,2014-03-29,8.0,-0.4,1.0,1.975,1045.5309989452362,5.0,0.0,36.628,1176.257,450.2419999999997,0.0,,0.0,43.549,39.221000000000004,57.64,0.0,3.242,0.0
AS14.09,2014-03-30,7.75,-1.0,1.0,2.5750000000000006,1019.4019994735719,2.0,1.0,46.60699999999999,800.9130000000002,628.8279999999997,0.0,,0.0,41.815000000000005,292.31600000000003,0.0,0.0,4.061,50.67
AS14.09,2014-03-31,7.0,-0.2,0.2,2.0000000000000004,1077.7009994983673,3.0,0.0,62.392,799.8449999999999,437.6269999999997,1.004,,4.1,49.509,10.145,327.08500000000004,0.0,4.042999999999999,0.0
AS14.09,2014-04-01,7.6,0.0,0.6,1.9166666666666674,1151.9820003509521,5.0,0.0,58.753,1499.071,605.6650000000002,0.0,,0.0,64.097,107.098,0.0,0.0,5.071000000000001,0.0
AS14.09,2014-04-02,6.2,0.2,0.0,0.9932773109243694,761.3440001010897,2.0,0.0,25.525999999999996,466.0950000000001,316.14000000000016,0.0,,0.0,45.917,33.83,0.0,0.0,18.21,0.0
AS14.09,2014-04-03,7.6,0.0,0.6,4.341666666666666,1693.8969995975494,3.0,0.0,85.86500000000002,951.025,711.0219999999997,8.048,,4.04,49.752,47.114,494.128,1.009,0.0,0.0
AS14.09,2014-04-04,7.25,-0.75,0.75,1.8249999999999995,1047.207999944687,3.0,1.0,51.607,1090.246,549.013,7.041,,0.0,42.618,0.0,116.31099999999999,0.0,3.0869999999999997,0.0
AS14.09,2014-04-05,7.5,0.0,0.75,2.7750000000000004,1206.1320009231565,0.0,0.0,21.296,1023.5080000000002,577.8580000000001,0.0,80.992,1.012,39.839,23.491,0.0,0.0,1.007,0.0
AS14.09,2014-04-06,6.8,-0.4,0.8,3.333333333333333,1227.7270007133486,0.0,0.0,40.578,1073.408,548.4979999999996,0.0,,4.025,52.748999999999995,106.25300000000001,0.0,4.098,22.322,24.224
AS14.09,2014-04-07,6.2,-0.5,0.0,1.8750000000000009,896.0120010375977,0.0,0.0,21.234,546.255,469.34799999999996,5.071,,3.043,46.538999999999994,162.58599999999998,114.176,0.0,0.0,28.342
AS14.09,2014-04-08,7.2,0.0,0.6,2.0749999999999997,1632.4749999046326,0.0,1.0,33.623,693.122,530.875,11.297,,1.032,48.684,34.370999999999995,138.03399999999996,0.0,0.0,0.0
AS14.09,2014-04-09,6.5,0.25,0.25,0.716666666666667,754.6069998741151,3.0,0.0,16.249,623.26,228.40199999999996,0.0,,0.0,29.333999999999996,28.382,26.014,0.0,0.0,0.0
AS14.09,2014-04-10,6.0,0.75,0.0,0.42500000000000004,268.67500114440924,1.0,0.0,23.122,218.378,242.18099999999995,0.0,,0.0,19.387,54.126999999999995,0.0,0.0,2.019,0.0
AS14.09,2014-04-11,6.8,0.0,0.6,0.8,639.6359996795651,0.0,0.0,2.008,436.2120000000001,209.12999999999994,0.0,,0.0,19.296,0.0,74.315,33.303000000000004,0.0,0.0
AS14.09,2014-04-12,7.0,0.0,0.8,0.6249999999999999,246.3410003185273,2.0,0.0,0.0,452.55499999999984,193.17999999999995,0.0,,0.0,52.751999999999995,0.0,0.0,0.0,3.028,0.0
AS14.09,2014-04-13,6.0,-0.8,0.0,1.0333333333333332,334.5460000038147,0.0,1.0,12.187,260.619,153.47500000000002,0.0,,0.0,15.208,0.0,17.136,0.0,1.008,0.0
AS14.09,2014-04-14,5.8,-0.2,-0.2,0.41666666666666596,167.73400044441232,1.0,1.0,1.1,110.53,147.589,0.0,,5.029,25.479,0.0,24.711,0.0,0.0,0.0
AS14.09,2014-04-15,6.0,0.0,0.0,0.7083333333333335,680.9159998893739,1.0,1.0,3.016,328.69599999999997,156.198,0.0,,0.0,11.277000000000001,0.0,0.0,0.0,0.0,0.0
AS14.09,2014-04-16,5.5,-0.5,-0.25,0.1090909090909091,123.28600001335141,0.0,0.0,10.120999999999999,95.48,34.84,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.09,2014-04-17,7.0,0.0,0.75,2.098674242424243,799.6190004348755,1.0,1.0,12.238999999999999,419.539,242.5729999999999,0.0,,0.0,32.259,0.0,43.02400000000001,43.992,5.106999999999999,0.0
AS14.09,2014-04-18,6.6,-1.2,0.6,1.2621212121212124,511.2430002689361,2.0,1.0,5.22,278.51700000000005,261.9070000000001,17.113999999999997,,2.06,12.053,38.117,22.127,0.0,3.0109999999999997,0.0
AS14.09,2014-04-19,8.0,0.25,1.0,1.5840909090909092,315.50999975204473,0.0,0.0,13.157,271.615,186.308,0.0,,4.028,20.803,36.476,53.56999999999999,0.0,0.0,0.0
AS14.12,2014-04-03,5.4,0.4,0.0,3.7761904761904757,1743.5320014953616,3.0,0.0,770.5519999999997,640.0090000000001,113.85999999999999,40.325,0.0,9.027999999999999,40.63,1066.739,28.248000000000005,,0.0,
AS14.12,2014-04-04,6.5,0.75,0.6666666666666666,3.330717371694441,1734.9159991741178,8.0,3.0,579.9319999999997,618.4350000000001,0.0,0.0,0.0,7.01,45.5,342.665,667.6089999999999,,0.0,
AS14.12,2014-04-05,6.2,0.0,0.4,3.607159522324873,1174.2830007076263,3.0,1.0,480.8640000000002,147.172,80.083,10.485,4.009,0.0,28.565,549.7,137.05599999999998,,0.0,
AS14.12,2014-04-06,6.25,0.25,0.75,2.093066867361573,519.2430005073547,0.0,0.0,266.672,59.247,5.18,0.0,0.0,0.0,39.345,52.353,207.42600000000002,,0.0,
AS14.12,2014-04-07,6.4,0.2,1.0,3.0157228645602085,1026.4549999237058,0.0,0.0,460.6449999999997,407.415,63.78099999999999,49.379,108.33800000000001,5.036,39.597,634.8360000000001,68.369,,42.898,
AS14.12,2014-04-08,6.25,0.0,0.25,2.82371931823577,1712.1440010070803,2.0,0.0,683.1070000000004,640.7860000000001,99.77600000000001,4.013,0.0,5.012,44.583000000000006,1089.9450000000004,117.34400000000001,,0.0,
AS14.12,2014-04-09,5.25,0.0,-0.5,3.972401497057019,2017.391998767853,0.0,0.0,771.3959999999995,352.844,75.60000000000001,38.118,26.144,0.0,41.01,1205.1599999999999,65.869,,17.396,
AS14.12,2014-04-10,6.4,0.2,0.6,3.2116988023577564,1438.0799996852872,0.0,0.0,596.377,174.56000000000003,43.52799999999999,0.0,5.149,0.0,56.132,1395.7199999999998,0.0,,0.0,
AS14.12,2014-04-11,6.6,-0.5,1.0,1.7162564032041814,867.8469982147217,2.0,0.0,314.295,169.195,51.686,0.0,0.0,0.0,45.553000000000004,719.461,66.431,,0.0,
AS14.12,2014-04-12,6.8,0.0,0.8,2.0167683430611363,2107.3390004634857,0.0,0.0,759.4429999999994,843.3850000000002,57.577,0.0,0.0,0.0,34.400999999999996,770.6170000000002,132.28,,12.068,
AS14.12,2014-04-13,5.6,0.6,0.0,2.289199799141452,1384.9130020141602,3.0,0.0,667.316,459.50199999999995,138.211,0.0,0.0,0.0,51.980000000000004,971.1549999999999,71.46999999999998,,5.019,
AS14.12,2014-04-14,6.6,-0.4,0.8,2.098180458624128,1658.4979999065397,1.0,0.0,593.477,574.593,37.337,22.081000000000003,0.0,0.0,30.275,927.5209999999998,0.0,,10.109,
AS14.12,2014-04-15,6.8,0.2,1.0,2.8812119312384366,2108.383999824524,6.0,0.0,706.912,765.383,11.233,40.322,0.0,0.0,53.343999999999994,1119.4339999999997,0.0,,5.128,
AS14.12,2014-04-16,7.0,0.0,1.0,4.754381582494967,1481.5560023784637,3.0,2.0,742.0179999999999,397.895,24.347,0.0,0.0,0.0,42.878,726.396,54.072,,0.0,
AS14.12,2014-04-17,6.8,-0.6,0.8,3.1454792640182117,1685.928000211716,2.0,0.0,568.5169999999998,506.747,0.0,17.466,0.0,6.083,49.81,864.6969999999999,169.277,,5.022,
AS14.12,2014-04-18,6.6,-0.6,0.8,1.9194989555706448,1260.7300000190733,0.0,0.0,379.6139999999998,158.016,107.399,9.264,0.0,0.0,37.205,1191.212,230.728,,4.026,
AS14.12,2014-04-19,5.8,0.4,0.4,4.011965416327329,2023.467001914978,4.0,2.0,654.4319999999996,411.10799999999995,35.316,0.0,0.0,0.0,41.652,998.2500000000001,93.026,,0.0,
AS14.12,2014-04-20,6.4,0.4,1.0,4.845879840887222,2609.6579997539525,0.0,0.0,754.4039999999998,171.372,26.403000000000002,0.0,227.592,2.024,51.321,1629.9410000000003,337.51800000000003,,7.1419999999999995,
AS14.12,2014-04-21,6.0,-0.25,0.75,1.6153108999251975,859.1700005531312,1.0,0.0,354.35499999999996,290.736,0.0,0.0,61.195,0.0,45.51,434.96,7.209999999999999,,3.038,
AS14.12,2014-04-22,6.5,0.25,1.0,3.951049556956835,2181.8560009002686,2.0,0.0,779.433,597.2100000000002,89.007,14.088000000000001,0.0,0.0,36.016,1793.6409999999994,453.58900000000006,,4.156,
AS14.12,2014-04-23,5.8,0.0,0.8,2.747853296033754,1420.8569996356962,6.0,0.0,572.8190000000001,364.38300000000004,80.02799999999998,0.0,0.0,0.0,39.926,854.7809999999998,40.942,,0.0,
AS14.12,2014-04-24,6.6,-0.6,0.6,2.0453472033060858,1322.1109986305235,1.0,0.0,562.952,289.282,55.211000000000006,20.047,0.0,4.256,41.343999999999994,1391.7970000000003,64.921,,0.0,
AS14.12,2014-04-25,5.6,0.2,0.2,3.2322888477424865,1262.0460007190702,3.0,1.0,410.1190000000001,249.679,0.0,17.057000000000002,0.0,0.0,46.248,616.015,86.90899999999999,,36.423,
AS14.12,2014-04-26,7.0,0.25,1.0,7.981850538027071,1080.8739988803861,6.0,0.0,399.3269999999999,189.574,0.0,0.0,0.0,0.0,42.465,186.18800000000002,153.388,,0.0,22.066
AS14.12,2014-04-27,6.0,0.0,0.75,4.643507785556638,1188.8739988803864,1.0,0.0,387.155,138.494,40.93,0.0,0.0,0.0,41.514,223.941,190.40300000000002,,0.0,
AS14.12,2014-04-28,6.6,-0.6,1.0,2.049544498373013,784.4749996662142,2.0,8.0,403.901,234.79200000000003,0.0,15.042000000000002,0.0,0.0,44.43899999999999,515.611,9.737,,0.0,
AS14.12,2014-04-29,6.0,-0.4,1.0,1.9007432950011172,1531.0020003318784,4.0,0.0,559.6229999999999,395.611,4.008,0.0,0.0,0.0,48.704,1041.559,0.0,,0.0,
AS14.12,2014-04-30,6.25,-0.25,0.6666666666666666,2.927836620720138,1291.330999612808,2.0,0.0,519.2219999999999,253.956,68.61699999999999,0.0,0.0,0.0,36.543,256.443,84.30699999999999,,4.11,
AS14.12,2014-05-01,6.2,-0.2,0.5,2.293680927211759,1320.4230008125305,0.0,2.0,593.8670000000001,694.5550000000001,18.058999999999997,159.03499999999997,181.611,10.05,23.220999999999997,505.86699999999996,126.04600000000002,,5.048,
AS14.12,2014-05-02,5.5,0.0,0.5,3.0129894947566376,1089.671998977661,1.0,0.0,554.3109999999999,301.105,104.47500000000001,48.291000000000004,,12.184999999999999,45.013000000000005,967.4009999999998,126.24900000000001,,4.063,
AS14.13,2014-03-28,7.6,-1.0,1.2,5.033756095767982,1693.1569993495941,0.0,0.0,232.80399999999997,1571.935,15.681999999999999,,,6.141,74.43,739.9240000000001,67.209,0.0,0.0,
